Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2018,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
20 Saint Andrews St,Parking garages,20 Saint Andrews St,Toronto,M5T 1K6,450,Square feet,168,0,828002.32200000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33120.092880000004,1840.0128266881666,NA,20SAIN,Parking Lots and Garages
201 CLAREMONT ST,Parking garages,201 CLAREMONT ST,Toronto,M6J 2N2,43,Square feet,100,0,6207.9725479999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.31890192,144.37205615237866,NA,201CLAR,Parking Lots and Garages
2053 Dufferin St,Parking garages,2053 Dufferin St,Toronto,M6E 4Z5,23,Square feet,168,0,2902.8086190000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.11234476000001,126.20959626243099,NA,2053DUFF,Parking Lots and Garages
21 Bedford Park Ave,Parking garages,21 Bedford Park Ave,Toronto,M5M 1J2,42,Square feet,168,0,4221.8282740000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.87313096000003,100.52013964169386,NA,21BEDF,Parking Lots and Garages
2191 Dundas St W,Parking garages,2191 Dundas St W,Toronto,M6R 1X5,10,Square feet,168,0,1212.3859669999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.495438679999999,121.23910186081957,NA,2191DUNW,Parking Lots and Garages
22 Glendonwynne Rd,Parking garages,22 Glendonwynne Rd,Toronto,M6P 3E5,56,Square feet,168,0,6575.749667,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.02998667999998,117.42459046351689,NA,22GLEN,Parking Lots and Garages
23 Chester Ave,Parking garages,23 Chester Ave,Toronto,M4K 2Z9,83,Square feet,168,0,3685.5383339999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.42153335999998,44.404261330237645,NA,23CHES,Parking Lots and Garages
230 Medland St,Parking garages,230 Medland St,Toronto,M6P 1P2,71,Square feet,168,0,8419.5305680000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.78122272000002,118.58543168137135,NA,230MED,Parking Lots and Garages
242 Danforth Ave,Parking garages,242 Danforth Ave,Toronto,M4K 1N6,19,Square feet,168,0,4309.3416369999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.37366547999997,226.80839961000808,NA,242DANFORTHAVE,Parking Lots and Garages
2454 Bloor St W,Parking garages,2454 Bloor St W,Toronto,M6S 1R1,113,Square feet,168,0,454.46091200000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.178436480000002,4.0217947397091445,NA,2454BL,Parking Lots and Garages
25 Dundas St E,Parking garages,25 Dundas St E,Toronto,M5B 1C6,265,Square feet,168,0,586912.12128199998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23476.484851279998,2214.7719499968757,NA,25DSE,Parking Lots and Garages
25 Glenforest Rd,Parking garages,25 Glenforest Rd,Toronto,M4N 2L6,26,Square feet,168,0,4949.141509,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.96566036000002,190.3523896316521,NA,25GLEN,Parking Lots and Garages
253 Macpherson Ave,Parking garages,253 Macpherson Ave,Toronto,M4V 1B9,40,Square feet,168,0,3352.3192849999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.09277139999998,83.808331324925504,NA,253MAC,Parking Lots and Garages
26 Alvin Ave,Parking garages,26 Alvin Ave,Toronto,M4T 1S2,18,Square feet,168,0,24302.875564000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.11502256000006,1350.1653792211955,NA,26ALVI,Parking Lots and Garages
2623 Eglinton Ave W,Parking garages,2623 Eglinton Ave W,Toronto,M6M 1T6,12,Square feet,168,0,14896.876189999999,kWh,5233.6096969999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10538.111052893932,5845.56974083566,NA,2623EGW,Parking Lots and Garages
265 Armadale Ave,Parking garages,265 Armadale Ave,Toronto,M6S 4T2,148,Square feet,168,0,8979.4980830000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.17992332,60.672537145779373,NA,265ARM,Parking Lots and Garages
265 Durie St,Parking garages,265 Durie St,Toronto,M6S 1N9,155,Square feet,168,0,6565.6581839999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.62632736,42.359261554252264,NA,265DUR,Parking Lots and Garages
268 Rhodes Ave,Parking garages,268 Rhodes Ave,Toronto,M4L 2A3,41,Square feet,168,0,2238.0771869999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.523087480000001,54.587475910283239,NA,268RHO,Parking Lots and Garages
2696 Eglinton Ave W,Parking garages,2696 Eglinton Ave W,Toronto,M6M 1T9,14790,Square feet,168,0,28954.740241,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158.1896096400001,1.9577323114098042,NA,2696EGL,Parking Lots and Garages
284 Milner Ave,Parking garages,284 Milner Ave,Scarborough,M1B 3G4,98,Square feet,168,0,9247.7752070000006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.91100828000003,94.365446320374446,NA,284MILNERAVE,Parking Lots and Garages
29 Erindale Ave,Parking garages,29 Erindale Ave,Toronto,M4K 2T7,93,Square feet,168,0,8701.9850150000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.07940060000004,93.570121217966616,NA,29ERIN,Parking Lots and Garages
3 Short St,Parking garages,3 Shortt St,Toronto,M6E 2J6,130,Square feet,168,0,16142.912265000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.71649060000004,124.17676559334183,NA,3SHORTST,Parking Lots and Garages
301 Scott Rd,Parking garages,301 Scott Rd,Toronto,M6M 3V5,14,Square feet,168,0,101594.758271,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4063.79033084,7256.7986844637708,NA,PLSC,Parking Lots and Garages
31 Langford Ave,Parking garages,31 Langford Ave,Toronto,M4J 1L6,27,Square feet,168,0,2434.3770789999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.375083160000003,90.162489712512169,NA,31LANG,Parking Lots and Garages
33 Queen St E,Parking garages,33 Queen St E,Toronto,M5C 3G5,173030,Square feet,168,0,480591.75180100003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19223.67007204,2.7775169292413597,NA,33QUEE,Parking Lots and Garages
3354 Dundas St W,Parking garages,3354 Dundas St W,Toronto,M6P 2A4,13,Square feet,168,0,6434.8682849999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.39473140000001,494.99193053470668,NA,3354DSW,Parking Lots and Garages
34 Hanna Ave,Parking garages,34 Hanna Ave,Toronto,M6K 1W8,184,Square feet,168,0,20835.402882000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833.4161152800001,113.23635704444932,NA,34HAN,Parking Lots and Garages
342 Prince Edward Dr,Parking garages,342 Prince Edward Dr N,Etobicoke,M8X 1B2,44,Square feet,168,0,7985.0981850000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.40392740000004,181.48026036914632,NA,342PED,Parking Lots and Garages
349 Keele St,Parking garages,349 Keele St,Toronto,M6P 2K4,77,Square feet,168,0,4565.3571740000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.61428696000004,59.290599952228028,NA,349KEE,Parking Lots and Garages
35 Bellevue Ave,Parking garages,35 Bellevue Ave,Toronto,M5T 2N4,91,Square feet,168,0,18206.487799999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728.25951199999997,200.07212813588825,NA,35BELL,Parking Lots and Garages
351 Lippincott St,Parking garages,351 Lippincott St,Toronto,M5S 1Y5,144,Square feet,168,0,17569.155889000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.76623556000004,122.00853537372365,NA,351LIP,Parking Lots and Garages
363 Adelaide St W,Parking garages,363 Adelaide St W,Toronto,M5V 1S2,23,Square feet,168,0,8454.7450680000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.18980271999999,367.59914330888915,NA,363ASW,Parking Lots and Garages
37 Queen St E,Parking garages,37 Queen St E,Toronto,M5C 3G5,645,Square feet,168,0,1129658.1742190002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45186.326968760004,1751.4153195783865,NA,37QUEE,Parking Lots and Garages
376 Clinton St,Parking garages,376 Clinton St,Toronto,M6G 1P9,33,Square feet,168,0,2443.2440310000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.729761240000016,74.038006399498869,NA,376CLI,Parking Lots and Garages
3885 Yonge St Lot,Parking garages,3885 Yonge St,Toronto,M4N 2P2,139,Square feet,168,0,43907.551471999992,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756.3020588799998,315.88298143979222,NA,3885YSL,Parking Lots and Garages
40 Larch St,Parking garages,40 Larch St,Toronto,M5T 1C9,357,Square feet,168,0,513100.24019400001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20524.009607759999,1437.2615633380042,NA,40LARC,Parking Lots and Garages
400 Keele St,Parking garages,400 Keele St,Toronto,M6P 2K9,54,Square feet,168,0,4266.5929900000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.66371960000001,79.011310508718367,NA,400KEE,Parking Lots and Garages
405 Sherbourne St,Parking garages,405 Sherbourne St,Toronto,M4X 1K5,110,Square feet,168,0,9289.6193989999992,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.58477596,84.451437324977221,NA,405SHERBOURNEST,Parking Lots and Garages
433 Rogers Rd,Parking garages,433 Rogers Rd,Toronto,M6M 1A4,24,Square feet,168,0,2775.1555589999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.00622236,115.6319634228401,NA,433ROGERSRD,Parking Lots and Garages
44 Richmond St E,Parking garages,44 Richmond St E,Toronto,M5C 1M1,1,Square feet,168,0,54303.332368000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172.1332947200003,54303.558631884865,NA,44RICH,Parking Lots and Garages
45 Aberdeen Ave,Parking garages,45 Aberdeen Ave,Toronto,M4X 1A1,35,Square feet,168,0,3632.8993939999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.31597575999999,103.79755803088023,NA,45ABER,Parking Lots and Garages
453 Spadina Rd,Parking garages,453 Spadina Rd,Toronto,M5P 2W4,55,Square feet,168,0,4291.6561550000006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.66624620000002,78.03043703455721,NA,453SPA,Parking Lots and Garages
470 Windermere Ave,Parking garages,470 Windermere Ave,Toronto,M6S 3G3,88,Square feet,168,0,6707.0087780000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.28035112000003,76.216326407612598,NA,470WIN,Parking Lots and Garages
55 York St,Parking garages,55 York St,Toronto,M5J 1R7,323,Square feet,168,0,3635.7412709999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.42965083999999,11.256211826383785,NA,55YORK,Parking Lots and Garages
550 Front St W,Parking garages,550 Front St W,Toronto,M5V 3N5,37,Square feet,168,0,36096.921095999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443.87684384,975.59652702264589,NA,550FRONTSTW,Parking Lots and Garages
557 Palmerston Ave,Parking garages,557 Palmerston Ave,Toronto,M6J 2J3,58,Square feet,168,0,4975.2869959999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.01147983999999,85.78116769590487,NA,557PAL,Parking Lots and Garages
5667 Yonge St,Parking garages,5667 Yonge St,North York,M2M 1M2,23,Square feet,168,0,6665.3946299999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.6157852,289.80097402076632,NA,5667YONGEST,Parking Lots and Garages
573 Gerrard St E,Parking garages,573 Gerrard St E,Toronto,M4M 1Y3,37,Square feet,168,0,8578.3444299999992,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.1337772,231.84811278653487,NA,573GER,Parking Lots and Garages
646 St Clair Ave W,Parking garages,646 St Clair Ave W,Toronto,M6C 1A9,19,Square feet,168,0,4738.9323750000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.55729500000001,249.41853266060858,NA,646STCW,Parking Lots and Garages
653 Gerrard St E,Parking garages,653 Gerrard St E Pole C 179,Toronto,M4M 1Y3,25,Square feet,168,0,3979.4551169999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.17820467999999,159.17886792251949,NA,653GER,Parking Lots and Garages
670 Pape Ave,Parking garages,670 Pape Ave,Toronto,M4K 3S5,76,Square feet,168,0,5844.4879380000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.77951752000001,76.901477500435206,NA,670PAP,Parking Lots and Garages
675 Manning Ave,Parking garages,675 Manning Ave,Toronto,M6G 1L2,52,Square feet,168,0,3274.2849499999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.97139799999999,62.967280631806879,NA,675MAN,Parking Lots and Garages
68 Amroth Ave,Parking garages,68 Amroth Ave,Toronto,M4C 1K1,54,Square feet,168,0,8668.5539930000014,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.74215972000007,160.52944651805504,NA,68AMRO,Parking Lots and Garages
68 Sheppard Ave W,Parking garages,68 Sheppard Ave W,North York,M2N 1M2,34,Square feet,168,0,4978.1977070000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.12790828000001,146.4181896908955,NA,68SHEPW,Parking Lots and Garages
697 Lansdowne Ave,Parking garages,697 Lansdowne Ave,Toronto,M6H 3Y2,40,Square feet,168,0,6306.6825500000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.26730200000003,157.66772069609894,NA,697LAN,Parking Lots and Garages
7 Bartlett Ave,Parking garages,7 Bartlett Ave,Toronto,M6H 1M3,38,Square feet,168,0,3422.6743689999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.90697476,90.070753424821163,NA,7BARTL,Parking Lots and Garages
7 Jackson Ave,Parking garages,7 Jackson Ave,Etobicoke,M8X 2J2,40,Square feet,168,0,7077.6844160000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.10737663999998,176.94284765879334,NA,7JACK,Parking Lots and Garages
7 Monkton Ave,Parking garages,7 Monkton Ave,Etobicoke,M8Z 4M9,25,Square feet,168,0,3157.5285639999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.30114255999999,126.30166881476065,NA,7MONK,Parking Lots and Garages
70 Dunfield Ave,Parking garages,70 Dunfield Ave,Toronto,M4S 1V8,460,Square feet,168,0,679676.49387100001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27187.05975484,1477.5637518617198,NA,70DUNF,Parking Lots and Garages
700 St Clair Ave W,Parking garages,700 St Clair Ave W,Toronto,M6C 1B3,18,Square feet,168,0,4406.6519689999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.26607876,244.81501833610389,NA,700STCLAIRAVEW,Parking Lots and Garages
708 Millwood Rd,Parking garages,708 Millwood Rd,East York,M4G 3B4,20,Square feet,168,0,1788.0554810000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.522219240000013,89.403146561558543,NA,708MIL,Parking Lots and Garages
709 Millwood Rd,Parking garages,709 Millwood Rd,East York,M4G 3B4,1,Square feet,168,0,45440.518908999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817.6207563600001,45440.70824449545,NA,709MIL,Parking Lots and Garages
72 Clinton St,Parking garages,72 Clinton St,Toronto,M6G 2Y3,79,Square feet,168,0,216369.75738899998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8654.7902955599984,2738.8691003753893,NA,72CLIN,Parking Lots and Garages
720 Pape Ave,Parking garages,720 Pape Ave,Toronto,M4K 3S7,85,Square feet,168,0,9665.8757160000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.63502864000003,113.7166587115547,NA,720PAP,Parking Lots and Garages
737 Rhodes Ave,Parking garages,737 Rhodes Ave,Toronto,M4J 4X6,24,Square feet,168,0,2012.424714,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.496988560000005,83.851379129290621,NA,737RHO,Parking Lots and Garages
77 Gough Ave,Parking garages,77 Gough Ave,Toronto,M4K 3N9,17,Square feet,168,0,1700.5508830000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.022035320000001,100.03282168403996,NA,77GA,Parking Lots and Garages
789 St Clair Ave W,Parking garages,789 St. Clair Ave W,Toronto,M6C 1B7,18,Square feet,168,0,4059.7172930000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.38869172,225.5407893604845,NA,789STC,Parking Lots and Garages
8 Carling Ave,Parking garages,8 Carling Ave,Toronto,M6G 1M2,45,Square feet,168,0,8512.0849760000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.48339903999999,189.15823206712739,NA,8CARLI,Parking Lots and Garages
800 Fleet St,Parking garages,800 Fleet St,Toronto,M5V 1A9,132,Square feet,168,0,14928.810711,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.15242843999999,113.09752207862093,NA,800FLEET,Parking Lots and Garages
803 Richmond St W,Parking garages,803 Richmond St W,Toronto,M6J 3N5,49,Square feet,168,0,3782.1526140000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.28610456000001,77.187109652433165,NA,803RIC,Parking Lots and Garages
804 Carlaw Ave,Parking garages,804 Carlaw Ave,Toronto,M4K 1P7,47,Square feet,168,0,2571.106327,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.84425308,54.704617871128271,NA,804CAR,Parking Lots and Garages
81 Lee Ave,Parking garages,81 Lee Ave,Toronto,M4E 1E5,68,Square feet,168,0,6112.6064699999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.5042588,89.891646164612126,NA,81LEE,Parking Lots and Garages
85 Bay St,Parking garages,85 Bay St,Toronto,M5J 1J5,350,Square feet,168,0,29711.3128,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188.4525120000001,84.889818848961909,NA,85BAY,Parking Lots and Garages
87 Richmond St E,Parking garages,87 Richmond St E,Toronto,M5C 1N9,20,Square feet,168,0,5884.5399990000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.38159996000002,294.22822589583313,NA,87RICH,Parking Lots and Garages
9 Bonar Pl,Parking garages,9 Bonar Pl,Toronto,M6H 1E4,34,Square feet,168,0,9471.4968590000008,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.85987436000005,278.57459775206604,NA,9BON,Parking Lots and Garages
9 Emerson Ave,Parking garages,9 Emerson Ave,Toronto,M6H 3S9,40,Square feet,168,0,4452.0908920000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.08363568000001,111.3027360594679,NA,9EMERS,Parking Lots and Garages
9 Madison Ave,Parking garages,9 Madison Ave,Toronto,M5R 2S2,38,Square feet,168,0,6831.7795079999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.27118031999998,179.78442036178814,NA,9MAD,Parking Lots and Garages
9 Salem Ave,Parking garages,9 Salem Ave,Toronto,M6H 3S9,35,Square feet,168,0,695.24059599999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.80962384,19.864099795309045,NA,9SALEM,Parking Lots and Garages
90 Eaton Ave,Parking garages,90 Eaton Ave,Toronto,M4J 1L2,30,Square feet,168,0,1860.2180080000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.40872032,62.007525296945552,NA,90EATO,Parking Lots and Garages
91 Via Italia,Parking garages,91 Via Italia,Toronto,M6H 3R9,169,Square feet,168,0,249270.26594399998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9970.8106377599997,1474.9781335509354,NA,91VIA,Parking Lots and Garages
912 Eglinton Ave W,Parking garages,912 Eglinton Ave W,Toronto,M6C 2C5,28,Square feet,168,0,2171.713761,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.868550440000007,77.561528921690623,NA,912EGL,Parking Lots and Garages
94 Northcliffe Blvd,Parking garages,94 Northcliffe Blvd,Toronto,M6H 3H2,13,Square feet,168,0,4339.1568120000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.56627248000001,333.78268398615768,NA,94NCB,Parking Lots and Garages
99 Cedarvale Ave,Parking garages,99 Cedarvale Ave,Toronto,M4C 1K3,37,Square feet,168,0,4170.0323049999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.80129220000001,112.70404540904333,NA,99CEDA,Parking Lots and Garages
Beecroft Parking Lot,Parking garages,95 Beecroft Rd,North York,M2N 6N6,120297,Square feet,168,0,731354.78249999997,kWh,5155.8312379999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39048.672344516221,6.5320551705435799,NA,BCPL,Parking Lots and Garages
Car Park,Parking garages,12 Harlandale Ave,North York,M2N 1N9,100,Square feet,168,0,8302.4619590000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.09847836,83.024965525914965,NA,CARP,Parking Lots and Garages
